id,symbol,name,market_cap_rank,current_price,market_cap,total_volume,liquidity_ratio,volatility_24h_pct,price_change_percentage_1h_in_currency,price_change_percentage_24h,price_change_percentage_7d_in_currency,price_change_percentage_30d_in_currency,ath_drawdown_pct,TARGET_RISK
zksync,zk,ZKsync,151,0.01975153,249026975,18468450.0,0.0741624476625474,10.412104783781311,-0.053572888886763245,-7.92109,-10.345443650016081,-33.20004814785114,-93.8553,0
newton-project,ab,AB,152,0.00250991,248422498,4978209.0,0.020039284042623225,2.11959791386943,-1.1305266017526259,-1.10715,1.8693369689759716,-41.364735496343734,-85.41972,0
starknet,strk,Starknet,153,0.04458552,242883632,37114367.0,0.15280719698723874,9.337269140294872,-0.530733757982243,-6.40352,-6.286553605125647,-43.540135764663496,-98.99083,0
ethereum-name-service,ens,Ethereum Name Service,154,6.35,242640975,22657527.0,0.0933788161706818,9.921259842519698,-0.15138289220092985,-6.13419,8.201778963544646,-31.5958213095692,-92.37915,0
doublezero,2z,DoubleZero,155,0.069833,242245806,7785284.0,0.032137951647344516,12.389557945383975,-0.7302421519689439,-8.69723,-10.61194698740448,-41.39605313001954,-92.20411,0
nusd-2,nusd,Neutrl USD,157,1.001,227428071,2362133.0,0.010386286044698502,0.7607392607392647,0.03796413723086866,0.17851,-0.039682263800554333,0.15405036074425058,-3.18932,0
ultima,ultima,Ultima,156,6020.1,227358901,10586690.0,0.046563780672039756,1.0177571801132943,-0.02764911829773669,0.77191,22.26047545373247,3.344503032376421,-73.65482,0
ylds,ylds,YLDS,158,0.999996,219245992,42367022.0,0.19323966478712185,0.011500046000181624,-0.00021133231629424188,-0.00045,-0.00015278465003835622,0.01658741152104387,-0.10854,0
spiko-us-t-bills-money-market-fund,ustbl,Spiko US T-Bills Money Market Fund,159,1.075,219044748,49.95,2.2803559754831467e-07,0.0,0.0,0.00921,0.058284390583627436,0.2758198549239777,0.0,0
usda-2,usda,USDa,160,0.983651,217100399,645.99,2.975535756615537e-06,0.469678778347194,0.0007052692608493181,-0.00672,-0.4466312252843917,-0.07487656341267485,-3.70036,0
agora-dollar,ausd,AUSD,161,0.999554,216351391,52627044.0,0.2432480038919648,0.052723514687556164,-0.008498432287226207,-0.0222,-0.022929460278259914,0.0072135002769121714,-2.15646,0
dogwifcoin,wif,dogwifhat,162,0.216397,216175261,68662368.0,0.31762361559031493,7.319879665614584,-0.4589995672049044,-4.54361,1.9580853626731072,-35.933550154924745,-95.51209,0
trust-wallet-token,twt,Trust Wallet,163,0.517483,215452318,11296435.0,0.05243125302555343,10.0760797939256,0.05970957230241857,-7.0856,-3.8281520759544345,-42.01529260817784,-80.99293,0
the-sandbox,sand,The Sandbox,164,0.080174,213882775,18945297.0,0.08857794649428875,9.697657594731465,-0.3195228341029904,-6.59585,-5.809633549198065,-45.76107417265855,-99.04561,0
monad,mon,Monad,165,0.01971514,213460129,57583542.0,0.2697625185076132,6.507790459514867,-2.4462026249821585,-3.65574,1.1525182108140632,4.854007596139879,-59.64609,0
blockchain-capital,bcap,Blockchain Capital,166,22.86,208302857,0.0,0.0,0.0,0.0,0.0,2.6493039964077227,-0.08741258741258555,-19.53537,0
axie-infinity,axs,Axie Infinity,167,1.22,206433551,27475479.0,0.13309599562137067,11.475409836065584,-0.6437851781017824,-8.36799,-14.877948039488832,-46.23678085213219,-99.2561,0
ape-and-pepe,apepe,Ape and Pepe,168,9.53762e-07,200316497,14074749.0,0.070262555559765,0.9309450366024099,0.03074333297533827,0.33365,1.234265159413712,-9.706416858223173,-86.15118,0
zebec-network,zbcn,Zebec Network,169,0.00200733,196681782,6906072.0,0.035112921643144356,5.536209791115565,-0.23617503625179273,-3.45452,0.3693294727701385,-35.76489271967216,-71.36299,0
plasma,xpl,Plasma,170,0.089337,192634289,49023607.0,0.2544905543789247,10.112271511243943,-0.5406370471872303,-6.19356,-0.40696785733337004,-28.891963030042593,-94.70258,0
pendle,pendle,Pendle,171,1.16,190947514,28507811.0,0.14929658104896826,10.344827586206906,-0.6433144861297112,-4.40621,1.613470371909,-40.184166554139416,-84.6082,0
theta-token,theta,Theta Network,172,0.190254,190162747,6606495.0,0.03474126822536908,7.839519799846527,-0.7486538028999101,-5.11041,-10.16546149849004,-37.17251300939574,-98.78625,0
vision-3,vsn,Vision,173,0.052896,189997464,16005943.0,0.08424292968457726,3.0040078644888086,-0.5509307490399072,1.31663,4.273831876266638,-21.017719525587662,-76.34378,0
tradable-na-rent-financing-platform-sstn,pc0000031,Tradable NA Rent Financing Platform SSTN,174,1.0,189500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0
terra-luna,lunc,Terra Luna Classic,175,3.453e-05,188664225,16270293.0,0.08623941820448472,3.3014769765421352,-0.5871737740113476,1.55378,2.1003013333668026,-9.755500304614023,-99.99997,0
neo,neo,NEO,176,2.66,187354157,6547807.0,0.034948821551901835,6.015037593984967,-0.29879693994458856,-4.01875,-2.9640024705337913,-28.23574538167964,-98.66207,0
swissborg,borg,SwissBorg,177,0.189853,187035130,318597.0,0.0017034072689980754,3.871416306300135,-1.2601529741532174,-0.5792,0.11772351692033542,-19.933368173567782,-88.45659,0
infinifi-usd,iusd,InfiniFi USD,178,0.999784,183228461,390129.0,0.002129194328603786,0.34567466572778754,0.009629635815940863,-0.11629,-0.11660633749323938,-0.01868836058904748,-27.54225,0
falcon-finance-ff,ff,Falcon Finance,179,0.078278,183165160,81847286.0,0.4468496410561921,5.652929303252508,0.06806742877839625,-3.93239,-3.500656199832787,-1.2772707046962442,-89.84834,0
decentraland,mana,Decentraland,180,0.094644,183157031,12965442.0,0.07078866658414003,8.61544313427158,-0.15696320638855418,-5.49092,-5.5474373867737095,-41.01232862528391,-98.38108,0
undeads-games,uds,Undeads Games,181,1.46,181795101,280816.0,0.001544684089149355,1.3698630136986314,-0.00876351843750868,0.56474,-14.702798451062037,-42.08090166886926,-53.708,0
chain-2,xcn,Onyxcoin,182,0.00487164,181169005,5370968.0,0.029646174852039398,8.493443686315079,-0.9801322001049776,-6.80791,-6.501846496882092,-26.70827205997453,-97.34621,0
fartcoin,fartcoin,Fartcoin,183,0.180162,180219375,33119692.0,0.18377431394376992,9.918850812046935,-0.29773841440635784,-6.36178,0.14776213433114635,-40.54667947123338,-92.73037,0
fidelity-digital-interest-token,fdit,Fidelity Digital Interest Token,184,1.0,179358279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gala,gala,GALA,185,0.00377095,178451454,21150226.0,0.11852089476390593,7.892175711690694,-0.8664109882642967,-5.51039,-5.794212424360393,-44.44352879637302,-99.54365,0
basic-attention-token,bat,Basic Attention,186,0.118966,177852491,11173601.0,0.06282510262957183,8.22419851049881,-1.0982872268301476,-5.91126,-11.470676321900818,-40.851560967126716,-93.74058,0
convex-finance,cvx,Convex Finance,187,1.94,177829974,6859192.0,0.03857163022472241,10.309278350515473,-0.5946754860468003,-6.18024,-2.2181182027343205,-4.241684813299865,-96.76202,0
compound-governance-token,comp,Compound,188,17.85,172586993,24559233.0,0.14230060199264263,4.145658263305313,-0.9250221547921098,-1.35822,11.899541108872858,-27.26612262280314,-98.04122,0
lombard-protocol,bard,Lombard,189,0.763289,171787714,5230434.0,0.030447078421452188,2.182135469003222,0.20176995508408732,-0.42699,-4.77682821415185,-1.399981553624298,-55.11093,0
golem,glm,Golem,190,0.170719,171002569,6225962.0,0.03640858752244827,6.185603242755647,-0.7824781997044998,-4.65337,-11.017653083185968,-25.079748692340992,-87.08793,0
wefi,wfi,WeFi,191,2.13,170615753,3891876.0,0.022810765896862994,3.7558685446009425,-0.09982077480579898,-3.5779,-0.9575084465760214,-28.108481593288214,-28.92344,0
mx-token,mx,MX,192,1.8,165167402,5979932.0,0.036205279780328566,1.111111111111112,-0.0895627361835943,-0.03688,-0.18078935922405254,-9.827898517500635,-69.27684,0
raydium,ray,Raydium,193,0.611553,164373319,25437504.0,0.15475445866004567,9.668009150474282,-0.47201474031577373,-7.29138,2.0862517695084852,-39.14038029792478,-96.37373,0
mimblewimblecoin,mwc,MimbleWimbleCoin,194,14.85,163849430,144298.0,0.0008806744094257759,3.3670033670033668,-1.2435406533053766,-0.95046,-14.46708120425929,-35.50008961308712,-61.44422,0
bnb48-club-token,koge,KOGE,195,47.97,162161771,46883100.0,0.28911314738909705,0.0625390869293332,-0.01604573278149668,-0.00081,-0.00637345783369748,0.07574932786588383,-37.66254,0
reallink,real,RealLink,196,0.051894,162053388,4690383.0,0.028943443009040948,4.382009480864836,-0.6413968531534197,-1.91466,-1.0082384043571126,-30.891051005071972,-94.76084,0
sonic-3,s,Sonic,197,0.04243953,160585202,20892130.0,0.13009997023262454,15.115459572714398,-0.5487880889571713,-10.83766,-4.893418468873795,-42.201806744757135,-95.89447,0
instadapp,fluid,Fluid,200,2.06,159800928,2429199.0,0.01520140734101369,8.252427184466015,-1.9407835815135273,-5.76271,-6.827665866034693,-26.86580921197551,-91.49624,0
siren-2,siren,Siren,199,0.21908,159707047,8366174.0,0.052384501229930075,6.6628628811393105,0.18235860242593618,1.30297,109.53430689513739,204.90643148768055,-39.30021,0
venice-token,vvv,Venice Token,198,3.64,159466525,15752165.0,0.09878038666735856,14.560439560439557,-2.132152062780688,-11.00819,101.09710090044726,32.87069592715851,-83.76375,0
stasis-eurs,eurs,STASIS EURO,201,1.28,158991231,3777.9,2.376168783799152e-05,3.9062500000000036,-0.00019898302588003283,1.28233,1.7975274377831048,10.706726220239403,-28.6084,0
satoshi-stablecoin,satusd,Satoshi Stablecoin,202,0.994595,158544824,2424.74,1.5293719080983683e-05,2.2635344034506515,-0.002932181489229756,2.22202,0.023237881590391127,0.06863041670974612,-40.7343,0
myx-finance,myx,MYX Finance,203,0.828447,158067592,39320893.0,0.2487599924973868,64.29886281198436,-1.5708703585159092,-38.51738,-70.90313298160419,-84.64364342203646,-95.64349,0
river,river,River,204,8.08,157288105,23858216.0,0.1516848079516248,28.465346534653463,-3.29699728220814,-17.13469,-57.65087653671206,-76.48022191958653,-90.94078,0
theo-short-duration-us-treasury-fund,thbill,Theo Short Duration US Treasury Fund,205,1.013,156447071,12072113.0,0.0771641995138407,0.5923000987166838,-0.1292165467809828,-0.11814,-0.22801605709973455,0.03964864766710109,-8.80928,0
astherus-usdf,usdf,Aster USDF,206,0.998013,155641951,236103.0,0.0015169624801220848,0.4447837853815502,-0.016498819872439622,-0.00465,-0.11387635864509177,0.04077511077493077,-4.59263,0
ecash,xec,eCash,207,7.73e-06,154486405,3609983.0,0.023367641961763563,6.080206985769736,-0.04293516486994606,-3.72686,-3.7009990231846173,-27.606595095124316,-97.96696,0
sentient,sent,Sentient,209,0.02073993,150186718,31643976.0,0.2106975664785484,12.0263183144784,-1.1559743674039382,-7.87812,-17.805399986535807,0.0,-57.07802,0
gusd,gusd,GUSD,208,0.998594,149563667,870056.0,0.0058172951857351825,0.7906115999094602,-0.28981811470045077,-0.1316,-0.10305639055762121,-0.003064914073122287,-2.10443,0
cap-usd,cusd,Cap USD,210,1.006,147640572,1004.7,6.805040012985049e-06,5.246322067594422,4.638615528433196,3.94634,0.844080174478797,0.6443066884378217,-14.06417,0
quantum-resistant-ledger,qrl,Quantum Resistant Ledger,212,1.87,146443217,68815.0,0.00046990909794067143,6.417112299465234,-0.9136467391782132,3.57837,0.09998746095033295,-34.47774444080612,-51.68043,0
origintrail,trac,OriginTrail,211,0.327195,146351375,4979968.0,0.03402747668069398,3.6959611241002963,-0.6097098838292527,-2.44693,-1.720207774634603,-18.352969296197372,-90.65041,0
wemix-token,wemix,WEMIX,214,0.308244,142508439,965610.0,0.006775809255759232,2.2002050323769513,-1.1155964810635366,-0.75001,-0.9328449183750988,0.7905280343596542,-98.7511,0
stp-network,awe,AWE Network,213,0.072295,141665992,45587276.0,0.32179406896751905,49.84992046476241,-5.591514852011114,-29.73201,-14.673643029147238,39.33148678182026,-72.11364,0
thorchain,rune,THORChain,215,0.392667,137716998,32296486.0,0.2345134331202892,3.7494874792126627,-0.30672287219928834,-1.38727,-0.5373226133149744,-36.20896257027567,-98.11767,0
zano,zano,Zano,216,9.0,136532564,1868504.0,0.013685409145323017,2.5555555555555602,0.067087646723162,-0.16572,7.064761600116161,-0.3984351229994345,-49.49311,0
gmt-token,gomining,GoMining Token,217,0.334764,135707804,10366250.0,0.07638654295813378,6.883356633329759,2.0588116042869937,3.68518,1.5854675505997582,-17.128997027033847,-40.7786,0
build-on,b,BUILDon,218,0.132899,132902994,3508167.0,0.026396448224484694,7.736702307767543,0.1227259624655403,-2.71868,-8.753618654673211,-34.6817048777066,-81.8614,0
immutable-x,imx,Immutable,219,0.155758,132226613,10530297.0,0.07963825708823079,9.453768024756345,-0.6814400084914596,-5.42846,-3.7749200106321568,-39.568274328046975,-98.36315,0
safepal,sfp,SafePal,220,0.262455,131229411,1794495.0,0.013674487954533302,5.6737345449696095,-0.302782501193354,-3.72447,1.701548833268996,-26.298781959231558,-93.73612,0
rollbit-coin,rlb,Rollbit Coin,221,0.074348,130142910,193320.0,0.0014854439631017933,2.969817614461704,0.7200744279729293,1.30526,-6.9478079030671465,-21.019036996961926,-71.93543,0
vaulta,a,Vaulta,223,0.079379,128905449,14740177.0,0.11434875029991944,8.586653900905784,-0.8355473489393028,-5.89805,-6.510415340927711,-27.317319194951462,-89.80752,0
apollo-diversified-credit-securitize-fund,acred,Apollo Diversified Credit Securitize Fund,222,1097.05,128886040,0.0,0.0,0.2907798186044442,-0.0109622232673487,-0.02811,0.0026073358885321135,0.32033041704974646,-1.03381,0
elrond-erd-2,egld,MultiversX,224,4.38,128642747,6662951.0,0.05179422202481419,7.534246575342468,-0.3403377798568188,-4.57821,-6.417127271380885,-26.819693584214736,-99.19728,0
1inch,1inch,1INCH,225,0.090676,127776826,13336292.0,0.1043717583030275,5.926595791609675,-0.31427879867435865,-3.50432,-3.7496076913216263,-36.239325725726445,-98.95266,0
keeta,kta,Keeta,226,0.258387,126800731,3723039.0,0.029361337041503333,3.5949951042428574,0.38180767756656225,-1.57204,-5.966315505684869,5.528233135356288,-84.63642,0
zero-gravity,0g,0G,227,0.59391,126650945,11716885.0,0.09251320627730018,10.799952854809655,-0.6476316280001251,-8.43323,-8.849845661019048,-23.780654996350385,-91.58558,0
dola-usd,dola,DOLA,228,0.994628,126133739,554914.0,0.00439940974079901,0.1773527389134418,-0.043455500588267755,-0.00919,-0.06260673606417826,-0.29378085793491676,-46.8724,0
amp-token,amp,Amp,229,0.00149332,125850312,4295267.0,0.034129967035759115,5.002276806042913,-0.2314077525735041,-2.61455,-2.330690385355075,-28.232785906036188,-98.76353,0
walrus-2,wal,Walrus,231,0.077648,124992175,7275081.0,0.05820429158865345,8.75489388007418,-0.40071528502425974,-5.99901,-5.306278689383473,-42.850939035690146,-89.80116,0
loaded-lions,lion,Loaded Lions,230,0.00407181,124752655,687149.0,0.005508091190524161,3.1212163632389487,-0.8665844605995799,-1.6744,-1.2607772712563359,-34.64491728496247,-87.0576,0
bitmart-token,bmx,BitMart,232,0.366642,124418109,5963163.0,0.047928416915579385,1.9307662515478319,0.014654816573502236,-1.55396,-3.4335239138311047,-3.2741728567162705,-40.83944,0
ozone-chain,ozo,Ozone Chain,233,0.130789,123871786,226987.0,0.0018324350308471374,0.3104236594820587,-0.0025941860351424745,0.15817,-0.4096753534462729,0.0047224518324228,-73.04838,0
jito-governance-token,jto,Jito,235,0.282234,123675311,25767891.0,0.20835113161753036,11.05890856523311,-0.8028734026195086,-9.57272,8.380739101080982,-17.20109701697608,-95.32263,0
arweave,ar,Arweave,234,1.88,123319424,13754310.0,0.11153401105733352,9.574468085106393,-0.14539484215706178,-6.20513,-0.07340742221949596,-47.85643598395672,-97.8872,0
berachain-bera,bera,Berachain,236,0.571477,122526514,27408753.0,0.22369650539474256,12.512839536849254,0.12742439683755638,-8.01148,-31.11949415242211,-42.28705480971126,-96.14954,0
comedian,ban,Comedian,237,0.121333,121342122,7643987.0,0.06299532984926702,4.568419144008631,0.8295424345962862,2.52437,47.156926128079775,45.015127170946656,-67.8767,0
ribbita-by-virtuals,tibbir,Ribbita by Virtuals,238,0.120563,120551510,6097443.0,0.05057956553177973,11.58730290387598,-1.022930704415991,-9.49593,0.07914566882336971,-21.013046504048628,-72.58153,0
pleasing-usd,pusd,Pleasing USD,239,1.001,120128098,0.0,0.0,0.0,0.0,0.0,0.1606735678048727,-0.21999998432929846,-5.27679,0
coco-2,coco,coco,240,0.115118,116640090,802689.0,0.006881759093292881,5.447453916850535,-1.953468696818313,-0.76866,3.9570182619344862,17.01022881624264,-26.02606,0
the9bit,9bit,The9bit,241,0.01397961,114690099,4920155.0,0.04289956188807545,16.87815325320233,-0.3079279654981279,18.84491,59.283828303224404,35.83064484842783,-12.3094,0
eigenlayer,eigen,EigenCloud (prev. EigenLayer),242,0.19112,114080222,26415189.0,0.23154924260228035,9.820531603181252,-0.16178426382143393,-6.38179,-6.286693988536294,-42.59895813865989,-96.61965,0
beam-2,beam,Beam,243,0.00221289,113480885,5256136.0,0.04631736877977291,7.832291709032091,-0.6844781477915005,-5.37045,-8.192072678561022,-24.602457270207445,-94.99635,0
cash-4,cash,CASH,244,0.999771,113293699,6921316.0,0.061091799994984715,0.36078261921980403,0.00013499249012012107,0.00089,0.006950144557216028,1.728255638694584e-05,-5.53546,0
livepeer,lpt,Livepeer,245,2.28,113250695,8347502.0,0.07370817459442523,7.0175438596491295,-0.3096437955862795,-4.93981,-4.056650455589164,-21.273774566699995,-97.69588,0
frax-usd,frxusd,Frax USD,246,0.999813,112327987,2405232.0,0.02141257992987981,0.18003366629558856,0.04658122600383581,-0.01096,0.00503818923128377,0.008345398424845794,-0.70325,0
resolv-usr,usr,Resolv USR,247,0.997692,112123691,2358666.0,0.021036285721275444,0.3840864715763818,-0.14160179538756798,-0.05074,-0.17220150338584148,-0.20844063906065427,-2.26638,0
midas-mf-one,mf-one,Midas mF-ONE,248,1.058,110840310,0.0,0.0,0.18903591682419676,-0.015229126323787024,0.06783,0.2090169747509103,0.8957086994894037,-0.38919,0
re-protocol-reusd,reusd,Re Protocol reUSD,249,1.063,110379505,1229289.0,0.011136931625123704,0.3762935089369712,0.016859066528285994,-0.00651,0.28053596017873017,0.6822648085388058,-1.5008,0
avant-usd,avusd,Avant USD,250,0.999543,108678181,259705.0,0.002389670103146095,0.29613533384755353,-0.013374062963613249,-0.02498,-0.03265053788073583,-0.05074820980122122,-5.56207,0
standx-dusd,dusd,StandX DUSD,251,0.998613,107966069,1387210.0,0.012848573749591643,0.19066445159436307,0.006859678494510221,-0.00848,0.02180907171039124,-0.004198880915061614,-3.91608,0
melania-meme,melania,Melania Meme,252,0.112968,107609936,11849043.0,0.11011104959675842,10.464025210679129,-0.8334728484883808,-8.09539,-4.8845077494304565,-20.8850321543092,-99.13544,0
havven,snx,Synthetix,253,0.312226,107161964,48415228.0,0.4517948924489663,7.021836746459295,-0.6794168265120042,0.59228,9.72747261910367,-26.92317060458707,-98.90806,0
sosovalue,soso,SoSoValue,254,0.38834,106716026,3910482.0,0.036643812054995374,10.513467579955702,0.38225534600842576,3.1949,-15.136067854770141,-29.191987573167804,-72.58458,0
securitize-tokenized-aaa-clo-fund,stac,Securitize Tokenized AAA CLO Fund,255,1007.5,105888150,0.0,0.0,0.2521091811414356,-0.01649640827799328,0.12402,0.025739005855478843,0.0,-0.51632,0
ravedao,rave,RaveDAO,258,0.449876,105539212,27948389.0,0.2648152138941496,21.207177088797813,-0.8088685556267801,20.24669,25.850793364226643,39.80316060242847,-41.69102,0
kamino,kmno,Kamino,256,0.02656338,105502142,5311402.0,0.05034402050339414,10.22275779663581,-0.6448355702982725,-8.13631,-6.632860730801052,-48.45934860769852,-89.30202,0
tokenize-xchange,tkx,Tokenize Xchange,257,1.32,105235649,4336.74,4.12097995423585e-05,2.2727272727272747,-0.009255931566349304,-1.22106,-1.4537008586998936,-26.354947870948358,-97.39499,0
mnee-usd-stablecoin,mnee,MNEE USD Stablecoin,259,1.001,105054378,83096.0,0.0007909808385139361,0.9523476523476426,0.32052080121181736,0.18008,-0.09977753731114061,-0.0705677215242907,-4.19406,0
seeker,skr,Seeker,260,0.01831582,104365143,6894795.0,0.06606415515571133,13.007607630998782,0.5123848255436683,-9.40832,-29.184356656761917,0.0,-67.25682,0
edu-coin,edu,Open Campus,261,0.125301,104240665,4235040.0,0.04062752285780218,4.438911102066234,-1.7325874142785187,-1.85918,-7.54647454805054,-15.164265689952853,-92.52936,0
cow-protocol,cow,CoW Protocol,262,0.185257,104146603,8485601.0,0.08147746307193524,14.399995681674636,-0.6107405550714247,-10.89291,-3.3646035163769445,-18.709641457116025,-91.66379,0
meteora,met,Meteora,263,0.208153,103922758,11752849.0,0.11309215831242662,4.373705879809563,-1.1608617810266806,-1.09724,-3.4735599608294594,-23.01564217154486,-69.74955,0
wormhole,w,Wormhole,265,0.01912477,103318077,18912175.0,0.18304807395902267,8.377512513875992,-0.2915339899460296,-5.63402,-2.8497686132238735,-39.879971514548544,-98.84701,0
theta-fuel,tfuel,Theta Fuel,264,0.01428439,103288179,2365527.0,0.02290220452042242,5.67269585890612,-0.0022576268092615232,-2.52472,-3.278609885612973,-22.0285354358228,-97.90183,0
dexe,dexe,DeXe,266,2.2,102665585,3706726.0,0.036104854416404486,8.636363636363633,-0.028371656085575913,-4.52422,0.24834167089740344,-26.688011529922363,-93.2462,0
gas,gas,Gas,267,1.56,101716621,1598074.0,0.015711040971366913,8.974358974358967,-0.38255669647035667,-5.37825,-3.462638587396665,-18.93959841094958,-98.28882,0
onyc,onyc,Onchain Yield Coin,268,1.077,101661953,3117219.0,0.03066259213021414,0.27855153203343674,-0.031218845052417975,0.00892,0.06599499045731883,0.6976246779843608,-0.41285,0
unibase,ub,Unibase,269,0.040623,101598311,8123799.0,0.07995998083078369,6.140339216699897,2.2785389735222097,-2.67808,-1.7673271817891332,18.104497297159956,-55.63634,0
zencash,zen,Horizen,270,5.67,101046222,13290025.0,0.13152421473016576,9.876543209876537,-0.9776727674726787,-7.37352,-4.59270267189567,-44.22443363565225,-96.57985,0
tradable-singapore-fintech-ssl-2,pc0000023,Tradable Singapore Fintech SSL,271,1.0,100846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ring-usd,usdr,Ring USD,272,0.999142,100313859,7452.34,7.429023341630193e-05,0.6561629878435704,-0.03367215295206414,0.02623,-0.1730990531367037,-0.007635233650552993,-7.56703,0
yearn-finance,yfi,yearn.finance,273,2776.51,98787562,9894278.0,0.10015712301919143,4.215363892080344,-1.1232574181179462,-2.36946,-9.189842274494909,-17.734493605307797,-96.9432,0
apecoin,ape,ApeCoin,274,0.108313,98417998,34303187.0,0.34854587267666226,17.60545825524174,-1.71405131911839,-12.96358,-15.139763865047481,-43.66941853299388,-99.59464,0
verge,xvg,Verge,275,0.00591263,97538905,4028002.0,0.04129636271803543,4.717528409523345,0.515905505515336,-2.09718,-3.0066915652597226,-21.59600475507231,-97.75332,0
pleasing-gold,pgold,Pleasing Gold,276,4983.66,97225416,118.42,1.2179942742543782e-06,2.4046584237287485,-0.005807903918732552,1.38726,-1.3276595719367044,5.773401023395371,-9.64084,0
qtum,qtum,Qtum,277,0.916796,97053591,4289939.0,0.04420175447191851,7.7863559614134354,-0.35983145878305167,-5.17985,-3.1826547969264456,-31.034899408468426,-99.08611,0
ravencoin,rvn,Ravencoin,278,0.00598915,96196564,9933609.0,0.1032636571094161,5.9318935074259205,-3.0917058208895303,-3.28719,0.12502653582959225,-12.016295065782623,-97.89579,0
aethir,ath,Aethir,279,0.00544893,95197427,8727369.0,0.09167652188750858,10.41562288375883,-0.3643777399069709,-7.9745,-8.955455730906841,-37.277221865586554,-95.3992,0
anzen-usdz,usdz,Anzen USDz,280,0.995761,95093799,10293.13,0.00010824186338375228,0.5920095283908472,0.1623630441821067,0.06663,-0.026717987038693606,-0.016267271680600152,-5.22073,0
oasis-network,rose,Oasis,281,0.01248802,94211668,12715870.0,0.13497128614684967,11.572771344056134,-1.6722674761411347,-8.33919,-3.021167443277558,-23.348398829028987,-97.91741,0
impossible-cloud-network-token,icnt,Impossible Cloud Network Token,282,0.37227,94176797,6956081.0,0.07386194074958824,8.555349611840873,-5.284991346545182,-3.45755,-17.788845056997797,-2.8739283917825116,-37.50555,0
cheems-token,cheems,Cheems Token,283,4.59013e-07,93493248,1171483.0,0.012530134796472147,7.158185062296714,-0.8639205252185413,-4.05536,-14.517314702256906,-46.65246515812918,-78.79497,0
nxm,nxm,Nexus Mutual,284,50.31,93423750,0.0,0.0,3.9355992844364875,-0.11596114241719975,-2.07271,-2.2912298842005074,-33.43323064105827,-72.94494,0
xdai,xdai,XDAI,285,1.0,93184323,1339835.0,0.014378330569617381,0.020399999999998197,-0.01042073751878981,0.00323,-0.016604404676513793,0.0348959574160206,-89.91686,0
zora,zora,Zora,286,0.02079461,92930618,16559651.0,0.1781937036079971,6.756847086817206,-0.047990243446453223,-4.37701,-2.6734330481456188,-35.29685538171327,-85.7839,0
dog-go-to-the-moon-rune,dog,Dog (Bitcoin),287,0.00092597,92694796,1150044.0,0.012406780635236524,3.0864930829292465,-0.12307507650321294,-1.37551,-3.4361396880109774,-32.966847399012366,-90.66865,0
home,home,HOME,288,0.02685613,92390425,15095137.0,0.1633842143274046,3.7872917654181744,-0.2519345846308154,-2.69564,-4.175003324466494,-10.192386042814189,-45.10971,0
usda-3,usda,USDA,289,0.998314,91096029,1260233.0,0.013834115645150679,5.046708750954101,0.00609110393545448,1.32066,-0.12169998997227827,-0.34462424651251955,-16.62535,0
fogo,fogo,Fogo,290,0.02411599,91078697,20846709.0,0.22888677250180686,11.124776548671651,-1.2130295418046122,-5.44735,17.39335733810217,-14.549495176450911,-61.534,0
reserve-rights-token,rsr,Reserve Rights,291,0.00144483,90311926,7158978.0,0.07926946436730847,6.98352055259097,-0.6392998078631644,-3.86083,-8.386840943595788,-39.694605545078815,-98.76923,0
shuffle-2,shfl,Shuffle,292,0.236997,89514199,311232.0,0.0034769009104354495,2.8886441600526664,1.6206498364906226,1.04249,1.5639425918997572,-3.1539491153314816,-70.01532,0
coredaoorg,core,Core,293,0.08281,88782940,3446413.0,0.03881841488916677,6.086221470836859,-0.7549786360950209,-4.33884,-2.9429639381402652,-28.502799949139135,-98.65217,0
bitkub-coin,kub,KUB Coin,294,0.996152,88511469,103309.0,0.0011671820744495835,1.6331844939326619,0.181145341592289,0.35895,-2.5812036932982294,-21.619995492356225,-94.21485,0
toshi,toshi,Toshi,295,0.00020804,87434342,12252531.0,0.14013407912419584,7.599500096135358,0.3042485976866276,-4.43538,-9.196439242838892,-30.06690744258367,-90.83688,0
concordium,ccd,Concordium,296,0.0072982,87314547,642750.0,0.0073613163222389505,8.58554164040448,-0.56933952661402,-2.23801,-9.940906091440397,-51.56360872417854,-95.10913,1
akash-network,akt,Akash Network,298,0.302402,87152246,2951420.0,0.03386510543859076,9.978769981680028,-1.3376935065988498,-7.18068,-5.185663134049473,-28.457290889327535,-96.25477,0
ini,ini,INI,297,0.120283,87148967,778474.0,0.008932681898570296,1.6619139861825865,0.4562562103875152,0.29501,-0.4488145960275602,1.429586725399252,-12.78261,0
0x,zrx,0x Protocol,299,0.102647,87054142,12680360.0,0.1456606165850213,8.758171208121034,-0.8153514609815856,-6.48406,-4.7818314805441755,-20.735632018496585,-95.89082,0
bianrensheng,币安人生,币安人生 (BinanceLife),300,0.086376,86548118,15004853.0,0.173370066810696,13.97726220246365,-1.963453823410701,-9.39532,-14.571155784511106,-56.8792151573231,-83.10896,0
jusd,jusd,JUSD,301,0.999579,86256226,135902.0,0.0015755616296034098,0.02591090849247625,0.004428840450392668,0.0,0.002958533834813104,0.05948457230665361,-3.32509,0
